,Text,Difficulty,Difficulty Annotator 1,Difficulty Annotator 2,Difficulty Annotator 3
981,C'est un mode de travail tout à fait normal pour ces élèves.,,B2,B2,B2
982,Un mode de travail dont ils sont habituellement privés dans un enseignement transmissif.,,C2,C2,C2
983,"Donc le fait de leur redonner la
 parole, de réactiver quelque part une dialectique moderne où l’élève va donner son point de vue, essayer d’expliquer à son
 camarade ce qu’il pense, séduit tout à fait les élèves actuels.",,C2,C2,C2
984,"Louise Tourret : Ce qu’on peut aussi dire, c’est que l’idée de la classe inversée répond à une problématique tout à fait
 contemporaine de l’école puisqu’on voit émerger tout un marché d’applications pour apprendre.",,C2,C2,C2
985,"Des applications qui permettent par exemple de réviser ses tables de multiplication, on peut tout à fait le faire avec une machine, ou les verbes irréguliers, l’orthographe, les conjugaisons, on peut dialoguer avec un ordinateur qui voit le type de fautes qu’on fait, qui conseille
 en termes de ressources : où est-ce qu’il faut aller chercher ?",,C2,C2,C2
986,Quelle leçon il faut consulter ?,,B1,B1,B1
987,"On recentre donc la mission
 enseignante sur l’humain, si je vous suis bien.",,C2,C2,C2
988,"Là, encore une fois, je voudrais insister sur le fait que les nouvelles technologies ne
 sont vraiment pas le point principal de la classe inversée, c’est un facilitateur, mais l’idée c’est vraiment de changer ce qui se
 passe en classe, d’avoir un enseignant qui est là pour faire apprendre les élèves.",,C2,C2,C2
989,L’enseignant fait quelque chose que la machine ne pourrait pas faire.,,B2,B2,B2
990,"Il peut voir si l’élève a compris,
 l’évaluer.",,B2,B2,B2
991,"Il y a toujours un petit peu de psychologie, il y a toujours une dimension psychologique dans le fait d’enseigner.",,C2,C2,C2
992,Qu’est-ce que vous pensez de cette idée ?,,B1,B1,B1
993,"on est loin de la machine à enseigner, on est vraiment, comme vous le souligniez, dans l’humain,
 et on redonne la parole à l’élève.",,C2,C2,C2
994,"certes les technologies ne sont pas forcément, nécessairement présentes.",,C2,C2,C2
995,"On peut
 faire de la classe inversée sans technologies.",,B2,B2,B2
996,"la faire avec des technologies, et là je pense aux
 travaux d’Éric Masure, où il va travailler avec des boîtiers de vote, ce qui va permettre à des élèves qui habituellement ne
 s’exprimeraient pas - parce que là c’est un problème, l’expression - de pouvoir donner leur avis, de pouvoir répondre, de
 pouvoir participer à la classe.",,C2,C2,C2
997,Donc on modifie complètement la psychologie de l’élève au sein même du groupe classe.,,C1,C1,C1
998,"
 des fois on a des surprises, on peut constater, je l’ai constaté moi-même, que des élèves qui pouvaient avoir l’air totalement
 effacés en fond de classe, eh bien, prenaient goût à la parole, et prenaient goût à la dialectique de façon à s’exprimer et à
 faire valoir leurs idées.",,C2,C2,C2
999,Donc c’est très intéressant d’un point de vue psychologique.,,B2,B2,B2
1000," finalement, ces pédagogies qui peuvent se répandre sans contrôle institutionnel, sans
 cohérence aussi entre les enseignants ?",,C2,C2,C2
1001,"On est dans le bricolage, mais dans le bricolage dans l’esprit de Levi-Strauss, c’est à dire l’esprit noble du
 bricolage.",,C2,C2,C2
1002,"L’enseignant, l’artisan, dans sa classe, avec ses moyens, avec sa vision, avec ses élèves, dans un univers assez
 clos, qui va mettre au point sa classe inversée.",,C2,C2,C2
1003,La classe inversée de Saint-Brieuc n’est sans doute pas celle de Paris.,,B1,B1,B1
1004,"Ce qui est intéressant, c’est que ce bricolage – c’est un bricolage évolutif – c’est François Jacob qui disait que l’évolution,
 c’est un bricolage moléculaire où l’on fait du neuf avec du vieux.",,C2,C2,C2
1005,"Eh bien je pense qu’on est tout à fait dans ce cadre-là, et
 l’intérêt, c’est ce que c’est un bricolage qui vient de la base.",,C2,C2,C2
1006,"Ce sont les enseignants qui s’approprient de nouvelles méthodes
 d’enseignement, et c’est assez nouveau en France.",,C2,C2,C2
1007,"Et c’est peut-être le gage d’un, du succès.",,C1,C1,C1
1008,"C’est à dire, ce n’est pas une
 volonté hiérarchique qui viendrait des ministères ou de l’Académie, ce sont les enseignants qui, il suffit de regarder divers blogues sur internet d’enseignants qui se posent des questions au primaire, secondaire, collège, lycée.",,C2,C2,C2
1009,"Donc on est dans du bricolage
 qui vient de la base, qui se répand, donc je pense que c’est quelque chose qui devrait être regardé avec grande attention de
 la part des instances académiques et ministérielles.",,C2,C2,C2
1010,"Eh bien ce sera le mot de la fin, merci beaucoup, je rappelle que vous menez des recherches
 en sciences de l’éducation sur la classe inversée.",,C2,C2,C2
1011,"Merci Madame, biologiste, vous avez fondé le site, l’association
 Inversons la classe.",,C1,C1,C1
1012,Bonne après-midi sur France culture !,,A1,A1,A1
